Title,Author,Year,Rating,Raters,Genres
"The Kill Order (The Maze Runner, #0.4)",James Dashner,2012,3.71,205370,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Apocalyptic,Adventure,Young Adult,Audiobook,Action"
Shuggie Bain (Hardcover),Douglas   Stuart,2020,4.32,113599,"Fiction,Historical,Literary Fiction,Cultural,LGBT,Contemporary,Audiobook,Historical,LGBT,Novels"
"Love & Gelato (Love & Gelato, #1)",Jenna Evans Welch,2016,4.1,106596,"Romance,Young Adult,Contemporary,Fiction,Travel,Young Adult,Realistic Fiction,Audiobook,Cultural,Young Adult"
"Bloodlines (Bloodlines, #1)",Richelle Mead,2011,4.2,180573,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Fantasy,Fantasy,Fantasy,Romance,Fiction"
The One (Kindle Edition),John Marrs,2016,4.12,111360,"Thriller,Fiction,Science Fiction,Thriller,Mystery,Romance,Audiobook,Adult,Contemporary,Suspense"
Once Upon a River (Hardcover),Diane Setterfield,2018,3.95,79546,"Historical,Fiction,Fantasy,Magical Realism,Mystery,Historical,Audiobook,Adult,Literary Fiction,Adult Fiction"
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,2001,4.08,483228,"Historical,Fiction,Historical,Romance,Adult,European Literature,Romance,English History,Adult Fiction,Womens Fiction"
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,2001,4.08,483228,"Historical,Fiction,Historical,Romance,Adult,European Literature,Romance,English History,Adult Fiction,Womens Fiction"
"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,2021,3.99,137472,"Romance,Contemporary,Romance,Adult,New Adult,Fiction,Womens Fiction"
The Last Time I Lied (Kindle Edition),Riley Sager,2018,4.05,117029,"Thriller,Mystery,Thriller,Fiction,Adult,Audiobook,Suspense,Horror,Contemporary,Mystery"
"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be (ebook)",Rachel Hollis,2018,3.61,228064,"Nonfiction,Self Help,Audiobook,Self Help,Autobiography,Christian,Adult,Inspirational,Biography,Unfinished"
No Exit (Kindle Edition),Taylor  Adams,2018,4.03,110539,"Thriller,Thriller,Mystery,Fiction,Horror,Adult,Suspense,Mystery,Audiobook,Contemporary"
"Vengeful (Villains, #2)",V.E. Schwab,2018,4.19,71190,"Fantasy,Science Fiction,Fiction,Adult,Fantasy,Fantasy,Young Adult,Audiobook,Comics,Adult Fiction"
"Vengeful (Villains, #2)",V.E. Schwab,2018,4.19,71190,"Fantasy,Science Fiction,Fiction,Adult,Fantasy,Fantasy,Young Adult,Audiobook,Comics,Adult Fiction"
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,1994,4.04,522361,"Mystery,Fiction,Humor,Womens Fiction,Romance,Mystery,Thriller,Contemporary,Adult,Audiobook"
"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,2009,3.82,253938,"Fiction,Humor,Contemporary,Historical,Audiobook,Adventure,Humor,Cultural,Novels,Book Club"
"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,2009,3.82,253938,"Fiction,Humor,Contemporary,Historical,Audiobook,Adventure,Humor,Cultural,Novels,Book Club"
After I Do (Paperback),Taylor Jenkins Reid,2014,3.99,82746,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Romance,Marriage,Womens Fiction"
"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be (ebook)",Rachel Hollis,2018,3.61,228064,"Nonfiction,Self Help,Audiobook,Self Help,Autobiography,Christian,Adult,Inspirational,Biography,Unfinished"
"Elantris (Elantris, #1)",Brandon Sanderson,2005,4.19,224878,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Audiobook,Fantasy,Science Fiction Fantasy,Romance,Science Fiction"
Cinderella Is Dead (ebook),Kalynn  Bayron,2020,3.72,53227,"Fantasy,Young Adult,LGBT,Retellings,Romance,LGBT,LGBT,Fiction,Young Adult,Fantasy"
To Paradise (Hardcover),Hanya Yanagihara,2022,3.79,25690,"Fiction,Historical,LGBT,Literary Fiction,Contemporary,Science Fiction,Historical,Science Fiction,LGBT,Adult"
Under the Banner of Heaven: A Story of Violent Faith (Paperback),Jon Krakauer,2003,4.0,188470,"Nonfiction,Religion,History,Crime,Mystery,Audiobook,Religion,Biography,Historical,Writing"
"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,2017,4.33,128888,"Fantasy,Fiction,Young Adult,Fantasy,Adult,LGBT,Romance,Audiobook,Adventure,New Adult"
"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,2013,4.12,116119,"Fantasy,Historical,Fiction,Magical Realism,Historical,Audiobook,Fantasy,Fantasy,Adult,Fantasy"
The Book Woman of Troublesome Creek (Paperback),Kim Michele Richardson,2019,4.23,166600,"Historical,Fiction,Audiobook,Historical,Writing,Adult,Adult Fiction,Book Club,Romance,American"
White Teeth (Paperback),Zadie Smith,2000,3.79,143990,"Fiction,Contemporary,Novels,Literary Fiction,European Literature,Literature,Historical,Classics,Adult Fiction,Race"
Hidden Valley Road: Inside the Mind of an American Family (Hardcover),Robert Kolker,2020,4.16,103342,"Nonfiction,Psychology,Science,Audiobook,Biography,Health,History,Mental Health,Autobiography,Health"
Notes from Underground (Paperback),Fyodor Dostoevsky,1864,4.17,121046,"Classics,Fiction,Philosophy,Cultural,Literature,Literature,Novels,Literature,Psychology,Literary Fiction"
"Never Never (Never Never, #1)",Colleen Hoover,2015,4.01,88227,"Romance,Young Adult,Contemporary,Mystery,New Adult,Fiction,Fantasy,Fantasy,Suspense,Romance"
Washington: A Life (Hardcover),Ron Chernow,2010,4.13,67212,"Biography,History,Nonfiction,Politics,North American Hi...,Politics,Biography Memoir,Military History,Audiobook,Presidents"
Hotel on the Corner of Bitter and Sweet (Hardcover),Jamie Ford,2009,4.03,285793,"Historical,Fiction,Historical,Romance,War,Book Club,Adult Fiction,War,Adult,Audiobook"
"Evermore (The Immortals, #1)",Alyson Noel,2009,3.59,282395,"Young Adult,Fantasy,Fantasy,Romance,Romance,Fantasy,Fiction,Fantasy,Paranormal,Fantasy"
Alice's Adventures in Wonderland (Hardcover),Lewis Carroll,1865,4.0,339169,"Classics,Fantasy,Fiction,Childrens,Audiobook,Adventure,Childrens,Young Adult,Literature,Literature"
"The Dry (Aaron Falk, #1)",Jane Harper,2016,4.05,207692,"Mystery,Fiction,Thriller,Mystery,Thriller,Cultural,Audiobook,Suspense,Adult,Contemporary"
Hunger: A Memoir of (My) Body,Roxane Gay,2017,4.18,99797,"Nonfiction,Autobiography,Feminism,Audiobook,Biography,Biography Memoir,Writing,Health,Biography,Adult"
The Absolutely True Diary of a Part-Time Indian (Hardcover),Sherman Alexie,2007,4.08,253752,"Young Adult,Fiction,Contemporary,Realistic Fiction,Humor,Young Adult,Academic,Young Adult,Literature,Audiobook"
Twelve Years a Slave (ebook),Solomon Northup,1853,4.2,110220,"Nonfiction,History,Classics,Biography,Autobiography,Historical,Biography,Audiobook,Cultural,Biography Memoir"
Billy Summers (Hardcover),Stephen King,2021,4.23,112163,"Fiction,Thriller,Horror,Mystery,Mystery,Audiobook,Thriller,Suspense,Adult,Contemporary"
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,2012,4.46,533181,"Fantasy,Fantasy,Young Adult,Fiction,Childrens,Adventure,Mythology,Fantasy,Romance,Childrens"
"If You Tell: a True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood (Kindle Edition)",Gregg Olsen,2019,4.01,167612,"Crime,Nonfiction,Mystery,Audiobook,Mystery,Thriller,Horror,Autobiography,Biography,Thriller"
"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,2012,3.73,195044,"Fiction,Mystery,Fantasy,Writing,Contemporary,Audiobook,Adult,Adult Fiction,Adventure,Magical Realism"
The Hunting Party (Paperback),Lucy Foley,2018,3.65,198546,"Mystery,Thriller,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Contemporary,Cultural"
"The Awakening (Zodiac Academy, #1)",Caroline Peckham,2019,3.96,78868,"Fantasy,Romance,Fantasy,Fairies,New Adult,Romance,Paranormal,Fantasy,Romance,Young Adult"
This Time Tomorrow (Hardcover),Emma Straub,2022,3.83,60519,"Fiction,Science Fiction,Science Fiction,Audiobook,Contemporary,Fantasy,Adult,Adult Fiction,Magical Realism,Literary Fiction"
The Only Good Indians (Hardcover),Stephen Graham Jones,2020,3.72,56298,"Horror,Fiction,Thriller,Audiobook,Adult,Fantasy,Mystery,Fantasy,Contemporary,Thriller"
Evicted: Poverty and Profit in the American City (Hardcover),Matthew Desmond,2016,4.47,83867,"Nonfiction,Sociology,Politics,Social Movements,Economics,History,Audiobook,Social Issues,Social Issues,Race"
"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,1999,3.91,106534,"Fantasy,Fiction,Fantasy,Fantasy,Epic,Science Fiction Fantasy,Fantasy,Fantasy,Adult,Young Adult"
Luster (Hardcover),Raven Leilani,2020,3.56,81732,"Fiction,Contemporary,Literary Fiction,Audiobook,Romance,Adult,Race,Novels,Adult Fiction,Cultural"
Commonwealth (Hardcover),Ann Patchett,2016,3.82,165446,"Fiction,Literary Fiction,Audiobook,Historical,Contemporary,Family,Adult Fiction,Book Club,Adult,Novels"
"The Year of the Witching (Bethel, #1)",Alexis Henderson,2020,3.81,28729,"Fantasy,Horror,Fiction,Historical,Paranormal,Fantasy,Young Adult,Historical,Adult,Feminism"
Tell the Wolves I'm Home (Hardcover),Carol Rifka Brunt,2012,4.03,135818,"Fiction,Young Adult,Historical,Contemporary,Young Adult,LGBT,Adult,Adult Fiction,Realistic Fiction,Book Club"
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,1999,3.99,476232,"Fiction,Young Adult,Childrens,Fantasy,Childrens,Mystery,Adventure,Audiobook,Humor,Childrens"
"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,2020,4.42,238770,"Fantasy,Romance,New Adult,Romance,Paranormal,Fantasy,Fiction,Adult,Fantasy,Young Adult"
"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,2018,4.04,97975,"Science Fiction,Fiction,Young Adult,Contemporary,Audiobook,LGBT,Adult,Fantasy,LGBT,Mystery"
Fates and Furies (Hardcover),Lauren Groff,2015,3.58,128725,"Fiction,Contemporary,Literary Fiction,Audiobook,Adult Fiction,Adult,Romance,Novels,Book Club,Marriage"
"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,2020,4.42,238770,"Fantasy,Romance,New Adult,Romance,Paranormal,Fantasy,Fiction,Adult,Fantasy,Young Adult"
Daisy Darker (Hardcover),Alice Feeney,2022,3.86,56731,"Mystery,Thriller,Thriller,Fiction,Audiobook,Suspense,Adult,Horror,Mystery,Contemporary"
"Smile (Smile, #1)",Raina Telgemeier,2009,4.25,245944,"Sequential Art,Childrens,Young Adult,Sequential Art,Realistic Fiction,Childrens,Fiction,Contemporary,Humor,Young Adult"
"Smile (Smile, #1)",Raina Telgemeier,2009,4.25,245944,"Sequential Art,Childrens,Young Adult,Sequential Art,Realistic Fiction,Childrens,Fiction,Contemporary,Humor,Young Adult"
"Smile (Smile, #1)",Raina Telgemeier,2009,4.25,245944,"Sequential Art,Childrens,Young Adult,Sequential Art,Realistic Fiction,Childrens,Fiction,Contemporary,Humor,Young Adult"
"1st to Die (Women's Murder Club, #1)",James Patterson,2001,4.09,323285,"Mystery,Fiction,Thriller,Mystery,Thriller,Suspense,Mystery,Audiobook,Mystery,Adult"
The Wall of Winnipeg and Me (Kindle Edition),Mariana Zapata,2016,4.27,191137,"Romance,Sports,Contemporary Romance,Contemporary,Romance,New Adult,Adult,Fiction,Audiobook,Football"
Holding Up the Universe (Hardcover),Jennifer Niven,2016,3.75,107747,
A Fine Balance (Paperback),Rohinton Mistry,1995,4.37,141488,"Fiction,Historical,Cultural,Asian Literature,Cultural,Literary Fiction,Cultural,Novels,Historical,Literature"
The Tenant of Wildfell Hall (Paperback),Anne Brontë,1848,3.99,104969,"Classics,Fiction,Romance,Literature,Historical,Historical,Gothic,European Literature,Literature,Classics"
"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,2021,3.65,22717,
"Sabriel (Abhorsen,  #1)",Garth Nix,1995,4.16,199612,"Fantasy,Young Adult,Fiction,Fantasy,Young Adult,Fantasy,Adventure,Audiobook,Science Fiction Fantasy,Young Adult"
"Days Gone Bye (The Walking Dead, #1)",Robert Kirkman,2004,4.27,219977,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Comics,Apocalyptic,Science Fiction,Fantasy"
Far From the Madding Crowd (Paperback),Thomas Hardy,1874,3.95,142928,"Classics,Fiction,Romance,Historical,Literature,Literature,Historical,European Literature,Novels,Classics"
"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,1955,4.05,490100,"Fantasy,Classics,Fiction,Young Adult,Childrens,Childrens,Adventure,Christian,Audiobook,Christian Fiction"
Everything is Illuminated (Paperback),Jonathan Safran Foer,2002,3.89,174513,"Fiction,Historical,Contemporary,Novels,Literature,Literary Fiction,Magical Realism,World War II,Literature,Historical"
Remarkably Bright Creatures (Hardcover),Shelby Van Pelt,2022,4.47,66092,"Fiction,Audiobook,Contemporary,Mystery,Animals,Magical Realism,Literary Fiction,Adult Fiction,Adult,Family"
Like Water for Chocolate (Paperback),Laura Esquivel,1989,3.95,349336,"Fiction,Magical Realism,Romance,Historical,Classics,Fantasy,Food and Drink,European Literature,Adult,Novels"
The Guns of August (Kindle Edition),Barbara W. Tuchman,1962,4.16,70520,"History,Nonfiction,War,War,War,Military,Politics,Historical,History,History"
"Paper Princess (The Royals, #1)",Erin Watt,2016,3.95,129315,"Romance,New Adult,Contemporary,Young Adult,Young Adult,Romance,Fiction,Womens Fiction,Adult,Fantasy"
Defending Jacob (Hardcover),William Landay,2012,3.99,285558,"Fiction,Mystery,Thriller,Mystery,Thriller,Suspense,Audiobook,Book Club,Adult,Thriller"
"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,2013,3.95,190314,"Romance,Contemporary,Romance,Adult Fiction,Adult,New Adult,Romance,Fiction,Womens Fiction,Humor"
This Tender Land (Hardcover),William Kent Krueger,2019,4.39,135278,"Historical,Fiction,Audiobook,Historical,Young Adult,Adventure,Literary Fiction,Book Club,Adult,Adult Fiction"
"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,2014,4.17,115695,"Science Fiction,Fiction,LGBT,Space,LGBT,Fantasy,Adult,Space,Audiobook,Science Fiction Fantasy"
Gods of Jade and Shadow (Hardcover),Silvia Moreno-Garcia,2019,3.91,51725,"Fantasy,Historical,Fiction,Fantasy,Historical,Adult,Magical Realism,Romance,Young Adult,Audiobook"
Midnight in the Garden of Good and Evil (Paperback),John Berendt,1994,3.92,252135,"Nonfiction,Crime,Mystery,Mystery,History,American,Classics,Audiobook,Travel,Autobiography"
Othello (Paperback),William Shakespeare,1603,3.9,359970,"Classics,Plays,Fiction,Drama,Academic,Literature,Plays,Academic,Poetry,Tragedy"
"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,1982,4.12,200854,"Fantasy,Fiction,Historical,Mythology,Fantasy,Classics,Historical,Science Fiction Fantasy,Romance,Fantasy"
"Legendary (Caraval, #2)",Stephanie Garber,2018,4.22,132346,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Audiobook,Mystery,Adventure,Fantasy"
"Legendary (Caraval, #2)",Stephanie Garber,2018,4.22,132346,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Audiobook,Mystery,Adventure,Fantasy"
If I Had Your Face (Hardcover),Frances Cha,2020,3.76,40718,"Fiction,Contemporary,Literary Fiction,Adult,Feminism,Cultural,Audiobook,Literature,Adult Fiction,Novels"
Behind Her Eyes (Hardcover),Sarah Pinborough,2017,3.8,134265,"Thriller,Mystery,Fiction,Thriller,Suspense,Audiobook,Thriller,Adult,Contemporary,Adult Fiction"
Shutter Island (Mass Market Paperback),Dennis Lehane,2003,4.1,181859,"Mystery,Fiction,Thriller,Horror,Thriller,Suspense,Mystery,Thriller,Adult,Novels"
"The Demon King (Seven Realms, #1)",Cinda Williams Chima,2009,4.15,73577,"Fantasy,Young Adult,Fantasy,Fantasy,Young Adult,Romance,Fiction,Adventure,Fantasy,Science Fiction Fantasy"
One by One (Hardcover),Ruth Ware,2020,3.73,144750,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Contemporary,Mystery,Adult Fiction"
A Long Way Gone: Memoirs of a Boy Soldier (Hardcover),Ishmael Beah,2007,4.15,179912,"Nonfiction,Autobiography,Cultural,Biography,War,History,Biography Memoir,Biography,Academic,Western Africa"
The Five: The Untold Lives of the Women Killed by Jack the Ripper (Hardcover),Hallie Rubenhold,2019,4.12,45578,"Nonfiction,History,Crime,Biography,Mystery,Historical,Audiobook,Mystery,Feminism,Adult"
Me and Earl and the Dying Girl (Hardcover),Jesse Andrews,2012,3.53,134832,"Young Adult,Contemporary,Fiction,Humor,Realistic Fiction,Young Adult,Young Adult,Young Adult,Death,Audiobook"
The Storyteller (Hardcover),Jodi Picoult,2013,4.28,195711,"Fiction,Historical,World War II,Historical,Contemporary,Adult Fiction,War,Adult,Audiobook,War"
Alias Grace (Hardcover),Margaret Atwood,1996,4.04,132080,"Historical,Fiction,Mystery,Historical,Cultural,Classics,Literary Fiction,Mystery,Literature,Novels"
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,David Bayles,1993,3.76,84047,"Art,Nonfiction,Language,Self Help,Philosophy,Psychology,Design,Art,Art,Self Help"
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory (Paperback)",Brian Greene,1999,4.08,94199,"Science,Nonfiction,Science,Science,Science,Philosophy,Space,Science,Unfinished,Audiobook"
House of Hollow (Hardcover),Krystal Sutherland,2021,4.06,47352,"Fantasy,Horror,Young Adult,Mystery,Thriller,Fiction,Fantasy,Magical Realism,Thriller,Young Adult"
"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,2018,3.88,56232,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Audiobook,Romance,Science Fiction"
"Restore Me (Shatter Me, #4)",Tahereh Mafi,2018,4.17,128126,"Fantasy,Science Fiction,Young Adult,Romance,Science Fiction,Fiction,New Adult,Young Adult,Fantasy,Audiobook"
The Cheat Sheet (Kindle Edition),Sarah       Adams,2021,3.75,103308,"Romance,Contemporary Romance,Contemporary,Sports,Romance,Fiction,Adult,Audiobook,Womens Fiction,New Adult"
How the Grinch Stole Christmas! (Hardcover),Dr. Seuss,1957,4.37,383801,"Childrens,Childrens,Holiday,Classics,Fiction,Poetry,Fantasy,Holiday,Humor,Kids"
The Power of Positive Thinking (Hardcover),Norman Vincent Peale,1952,4.16,101535,"Self Help,Nonfiction,Psychology,Self Help,Business,Spirituality,Inspirational,Philosophy,Leadership,Religion"
The Canterbury Tales (Paperback),Geoffrey Chaucer,1400,3.52,209953,"Classics,Fiction,Poetry,Literature,Academic,Historical,Short Stories,Historical,Classics,Academic"
Helter Skelter: The True Story of the Manson Murders (Paperback),Vincent Bugliosi,1974,4.05,138667,"Crime,Nonfiction,Mystery,History,Horror,Biography,Audiobook,Mystery,Religion,Psychology"
How High We Go in the Dark (Hardcover),Sequoia Nagamatsu,2022,3.89,21578,"Science Fiction,Fiction,Science Fiction,Fantasy,Short Stories,Audiobook,Adult,Speculative Fiction,Literary Fiction,Science Fiction Fantasy"
Say Nothing: A True Story of Murder and Memory in Northern Ireland (Hardcover),Patrick Radden Keefe,2018,4.45,81321,"Nonfiction,History,Crime,Cultural,Politics,Mystery,Audiobook,Historical,Mystery,European Literature"
The Rise of Theodore Roosevelt (Paperback),Edmund Morris,1979,4.21,52026,"Biography,History,Nonfiction,Politics,Politics,North American Hi...,Biography Memoir,Historical,Presidents,Literature"
