,Title,Author,Year,Rating,Raters,Genres
1010,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,2006,3.58,1752479,"Young Adult,Fantasy,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy"
1011,Living Dead Girl (Hardcover),Elizabeth Scott,2008,3.8,30044,"Young Adult,Contemporary,Horror,Fiction,Realistic Fiction,Sociology,Young Adult,Dark,Thriller,Mystery"
1012,Such a Pretty Smile (Hardcover),Kristi DeMeester,2022,3.39,2471,"Horror,Thriller,Fiction,Mystery,Feminism,Adult,Thriller,Fantasy,Contemporary,Fantasy"
1013,A Dark Matter (Hardcover),Peter Straub,2010,2.97,4401,"Horror,Fiction,Mystery,Thriller,Fantasy,Fantasy,Suspense,Fantasy,Audiobook,Occult"
1014,Black Mad Wheel (Kindle Edition),Josh Malerman,2017,3.28,4952,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Historical,Mystery,Audiobook,Adult,Thriller"
1015,The Voice of the Night (Mass Market Paperback),Dean Koontz,1980,3.96,19243,"Horror,Fiction,Thriller,Suspense,Mystery,Thriller,Adult Fiction,Young Adult,Adult,Mystery"
1016,Dweller (Paperback),Jeff Strand,2010,3.99,2916,"Horror,Fantasy,Fiction,Folklore,Fantasy,Thriller,Fantasy,Young Adult,Humor,Suspense"
1017,The Conqueror Worms (Paperback),Brian Keene,2005,3.89,4205,"Horror,Fiction,Apocalyptic,Science Fiction,Science Fiction,Folklore,Horror,Thriller,Fantasy,Horror"
1018,The Illustrated Man (Paperback),Ray Bradbury,1951,4.13,90617,"Science Fiction,Short Stories,Fiction,Classics,Fantasy,Horror,Science Fiction Fantasy,Literature,Anthologies,Speculative Fiction"
1019,"March to War (The Walking Dead, #19)",Robert Kirkman,2013,4.22,9848,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Fantasy"
1020,"The Wolf Gift (The Wolf Gift Chronicles, #1)",Anne Rice,2012,3.56,27058,"Fantasy,Horror,Fiction,Fantasy,Shapeshifters,Fantasy,Fantasy,Romance,Adult,Audiobook"
1021,Dracula the Un-Dead (Hardcover),Dacre Stoker,2009,3.14,6028,"Horror,Paranormal,Fiction,Fantasy,Historical,Fantasy,Gothic,Fantasy,Thriller,Historical"
1022,Starve Acre (Hardcover),Andrew Michael Hurley,2019,3.77,5351,"Horror,Fiction,Gothic,Mystery,Contemporary,Fantasy,Adult,Fantasy,Fantasy,Folklore"
1023,The Pilo Family Circus (Paperback),Will Elliott,2006,3.82,3545,"Horror,Fantasy,Fiction,Thriller,Horror,Fantasy,Fantasy,Novels,Adult Fiction,Fantasy"
1024,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,2004,4.12,252651,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Fiction,Mystery,Romance,Fantasy,Adult"
1025,The Mysteries of Udolpho (Paperback),Ann Radcliffe,1794,3.4,14555,"Classics,Gothic,Fiction,Horror,Mystery,Romance,Literature,Historical,Literature,Novels"
1026,"Slawter (The Demonata, #3)",Darren Shan,2006,4.17,14020,"Horror,Fantasy,Young Adult,Fiction,Paranormal,Fantasy,Fantasy,Fantasy,Childrens,Adventure"
1027,"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,2002,4.17,26435,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Fantasy,Childrens"
1028,"The Suffering (The Girl from the Well, #2)",Rin Chupeco,2015,4.15,3662,"Horror,Young Adult,Fantasy,Paranormal,Fantasy,Fiction,Fantasy,Mystery,Audiobook,Cultural"
1029,Such Sharp Teeth (Hardcover),Rachel   Harrison,2022,3.99,2485,"Horror,Fantasy,Fantasy,Fiction,Romance,Shapeshifters,Adult,Fantasy,Holiday,Audiobook"
1030,Shattered (Mass Market Paperback),Dean Koontz,1973,3.91,21185,"Horror,Fiction,Thriller,Suspense,Mystery,Thriller,Contemporary,Modern,Literary Fiction,Adult"
1031,"Autumn (Autumn, #1)",David Moody,2001,3.67,6694,"Horror,Horror,Fiction,Apocalyptic,Science Fiction,Science Fiction,Science Fiction,Fantasy,Adventure,Adult"
1032,Daphne (Hardcover),Josh Malerman,2022,3.48,1620,"Horror,Fiction,Thriller,Fantasy,Adult,Audiobook,Mystery,Paranormal,Young Adult,Fantasy"
1033,"The Silver Eyes (Five Nights at Freddy's, #1)",Scott Cawthon,2016,4.16,14188,"Horror,Young Adult,Mystery,Fiction,Thriller,Fantasy,Fantasy,Games,Audiobook,Fantasy"
1034,A God in the Shed (A God in the Shed #1),J.-F. Dubeau,2017,3.5,2520,"Horror,Fiction,Mystery,Fantasy,Thriller,Fantasy,Thriller,Gothic,Adult,Fantasy"
1035,"Bunnicula (Bunnicula, #1)",Deborah Howe,1979,3.87,66322,"Childrens,Fiction,Fantasy,Horror,Mystery,Childrens,Animals,Humor,Young Adult,Paranormal"
1036,Second Child (Paperback),John Saul,1990,3.92,7673,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Adult,Fantasy,Fantasy,Thriller"
1037,Sign Here (Hardcover),Claudia  Lux,2022,3.91,10892,"Horror,Fantasy,Fiction,Mystery,Thriller,Adult,Humor,Fantasy,Thriller,Audiobook"
1040,Gallows Hill (Paperback),Darcy Coates,2022,4.04,2921,"Horror,Gothic,Fantasy,Fiction,Thriller,Mystery,Adult,Holiday,Fantasy,Thriller"
1041,"Not Even Bones (Market of Monsters, #1)",Rebecca Schaeffer,2018,4.16,10708,"Fantasy,Young Adult,Horror,Fantasy,Fantasy,Fiction,Thriller,Fantasy,Young Adult,Dark"
1042,The Lost (Paperback),Jack Ketchum,2001,3.78,3747,"Horror,Fiction,Thriller,Mystery,Mystery,Suspense,Novels,Horror,Dark,Gothic"
1043,The Gathering Dark: An Anthology of Folk Horror (Hardcover),Tori Bovalino,2022,3.65,962,"Horror,Short Stories,Young Adult,Anthologies,Fantasy,Fiction,LGBT,Fantasy,Gothic,Young Adult"
1044,"Endurance (Afraid, #3)",Jack Kilborn,2010,3.93,5486,"Horror,Thriller,Fiction,Suspense,Horror,Mystery,Adult,Audiobook,Dark,Thriller"
1045,Child of God (Paperback),Cormac McCarthy,1973,3.84,38718,"Fiction,Horror,Gothic,Novels,Literature,Literature,Mystery,Gothic,Literary Fiction,American"
1046,"Nocturnes (Nocturnes, #1)",John Connolly,2004,3.92,5517,"Horror,Short Stories,Fantasy,Fiction,Mystery,Fantasy,Thriller,Anthologies,Fantasy,Mystery"
1047,"Parasite (Parasitology, #1)",Mira Grant,2013,3.67,16225,"Horror,Science Fiction,Fiction,Adult,Audiobook,Thriller,Mystery,Medical,Science Fiction Fantasy,Science Fiction"
1048,Secret Santa (Paperback),Andrew Shaffer,2020,3.51,2691,"Horror,Holiday,Fiction,Holiday,Humor,Fantasy,Fantasy,Adult,Mystery,Thriller"
1049,Crossroads (Paperback),Laurel Hightower,2020,4.11,1763,"Horror,Novella,Fiction,Adult,Thriller,Fantasy,Audiobook,Paranormal,Fantasy,Mystery"
1050,Hangsaman (Mass Market Paperback),Shirley Jackson,1951,3.77,6530,"Horror,Fiction,Classics,Gothic,Literature,Mystery,Novels,Literary Fiction,Literature,Adult"
1051,"Allies of the Night (Cirque du Freak, #8)",Darren Shan,2002,4.19,25421,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Fantasy,Childrens"
1052,Run (Kindle Edition),Blake Crouch,2011,3.86,14072,"Horror,Thriller,Fiction,Suspense,Apocalyptic,Mystery,Science Fiction,Science Fiction,Science Fiction,Thriller"
1053,The Rust Maidens (Paperback),Gwendolyn Kiste,2018,3.73,1531,"Horror,Fantasy,Fiction,Historical,Adult,Gothic,Audiobook,Historical,Fantasy,Fantasy"
1054,Blanky (Kindle Edition),Kealan Patrick Burke,2017,3.81,2363,"Horror,Novella,Short Stories,Fiction,Thriller,Adult,Fantasy,Thriller,Fantasy,Horror"
1055,Beautiful Darkness (Hardcover),Fabien Vehlmann,2009,3.87,9417,"Sequential Art,Fantasy,Sequential Art,Horror,Fiction,Graphic Novels Comics,Adult,Fantasy,Dark,Comics"
1056,"The Flood (Blackwater, #1)",Michael McDowell,1983,3.97,4970,"Horror,Fiction,Fantasy,Historical,Gothic,Gothic,Mystery,Fantasy,Audiobook,Roman"
1057,Melmoth the Wanderer (Paperback),Charles Maturin,1820,3.71,4801,"Classics,Gothic,Horror,Fiction,Literature,Literature,Fantasy,Cultural,European Literature,Horror"
1058,"The World of Lore: Monstrous Creatures (The World of Lore, #1)",Aaron Mahnke,2017,3.94,5549,"Nonfiction,Horror,History,Fantasy,Fantasy,Folklore,Audiobook,Short Stories,Mystery,Fantasy"
1059,In the Dark (Paperback),Richard Laymon,1994,3.86,4640,"Horror,Thriller,Fiction,Horror,Mystery,Adult,Thriller,Novels,Fantasy,Fantasy"
1060,The Tomb and Other Tales (Paperback),H.P. Lovecraft,1965,4.22,7211,"Horror,Short Stories,Fiction,Fantasy,Classics,Horror,Lovecraftian,Fantasy,Science Fiction,Anthologies"
1061,Moon of the Crusted Snow (Paperback),Waubgeshig Rice,2018,3.88,15609,"Fiction,Horror,Science Fiction,Science Fiction,Cultural,Apocalyptic,Audiobook,Adult,Thriller,Science Fiction"
1062,"The Girl Who Cried Monster (Goosebumps, #8)",R.L. Stine,1993,3.52,7792,"Horror,Fiction,Childrens,Young Adult,Childrens,Fantasy,Mystery,Thriller,Fantasy,Fantasy"
1063,"My Sweet Audrina (Audrina, #1)",V.C. Andrews,1982,3.87,26354,"Fiction,Horror,Young Adult,Gothic,Mystery,Romance,Thriller,Drama,Adult,Suspense"
1064,The Haunted Forest Tour (Kindle Edition),James A. Moore,2007,3.82,3209,"Horror,Fantasy,Fiction,Holiday,Folklore,Fantasy,Humor,Fantasy,Thriller,Audiobook"
1065,The Case Against Satan (Paperback),Ray Russell,1962,3.68,1613,"Horror,Fiction,Classics,Gothic,Religion,Adult,Novels,Fantasy,Literature,Thriller"
1066,"Be Careful What You Wish For... (Goosebumps, #12)",R.L. Stine,1993,3.67,10977,"Horror,Fiction,Childrens,Young Adult,Childrens,Fantasy,Mystery,Fantasy,Thriller,Childrens"
1067,The Watchers (Hardcover),A.M. Shine,2021,4.06,4420,"Horror,Fantasy,Fiction,Thriller,Mystery,Adult,Fantasy,Audiobook,Fantasy,Thriller"
1068,Leave the World Behind (Hardcover),Rumaan Alam,2020,3.2,110863,"Fiction,Thriller,Mystery,Audiobook,Horror,Thriller,Contemporary,Literary Fiction,Adult,Suspense"
1069,Tales of the Cthulhu Mythos (Paperback),Jim Turner,1990,4.21,4683,"Horror,Fiction,Short Stories,Fantasy,Anthologies,Science Fiction,Lovecraftian,Classics,Horror,Fantasy"
1070,No Exit (Kindle Edition),Taylor  Adams,2018,4.03,110500,"Thriller,Thriller,Mystery,Fiction,Horror,Adult,Suspense,Mystery,Audiobook,Contemporary"
1071,"Red Queen (The Chronicles of Alice, #2)",Christina Henry,2016,3.83,12112,"Fantasy,Horror,Retellings,Fiction,Adult,Fantasy,Fantasy,Young Adult,Dark,Romance"
1072,City of the Dead (The Rising #2),Brian Keene,2005,3.89,6015,"Horror,Horror,Science Fiction,Fiction,Apocalyptic,Thriller,Science Fiction,Novels,Fantasy,Adventure"
1073,"Trapped (Afraid, #2)",Jack Kilborn,2010,3.87,5452,"Horror,Thriller,Fiction,Mystery,Suspense,Audiobook,Fantasy,Fantasy,Science Fiction,Thriller"
1074,"The Walking Dead, Book Two (Hardcover)",Robert Kirkman,2005,4.34,14364,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Science Fiction"
1075,"The Umbrella Conspiracy (Resident Evil, #1)",S.D. Perry,1998,3.92,7093,"Horror,Horror,Fiction,Science Fiction,Games,Fantasy,Thriller,Novels,Action,Sports and Games"
1076,The Sentinel (Mass Market Paperback),Jeffrey Konvitz,1974,3.85,7229,"Horror,Fiction,Mystery,Fantasy,Thriller,Suspense,Classics,Fantasy,Novels,Fantasy"
1077,Mr. Splitfoot (Hardcover),Samantha Hunt,2016,3.65,7209,"Fiction,Horror,Fantasy,Gothic,Magical Realism,Mystery,Paranormal,Fantasy,Novels,Adult Fiction"
1078,Urban Gothic (Paperback),Brian Keene,2009,3.74,3390,"Horror,Fiction,Horror,Gothic,Thriller,Adventure,Adult,Fantasy,Novels,Horror"
1079,Ghost Eaters (Hardcover),Clay McLeod Chapman,2022,3.45,1897,"Horror,Fiction,Fantasy,Paranormal,Gothic,Mystery,Adult,Thriller,Holiday,Audiobook"
1080,"All Out War Part 1 (The Walking Dead, #20)",Robert Kirkman,2014,4.21,9371,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Apocalyptic,Comics,Science Fiction,Fantasy"
1081,Rotters (Hardcover),Daniel Kraus,2011,3.65,3493,"Horror,Young Adult,Fiction,Audiobook,Young Adult,Realistic Fiction,Death,Mystery,Contemporary,Young Adult"
1082,One Door Away from Heaven (Mass Market Paperback),Dean Koontz,2001,3.99,21768,"Horror,Fiction,Mystery,Science Fiction,Fantasy,Thriller,Fantasy,Thriller,Fantasy,Literary Fiction"
1083,"Winter Tide (The Innsmouth Legacy, #1)",Ruthanna Emrys,2017,3.74,3165,"Fantasy,Horror,Fiction,Historical,Horror,Historical,Science Fiction,Fantasy,Audiobook,Science Fiction Fantasy"
1084,The Haunting of Blackwood House (Paperback),Darcy Coates,2015,3.86,7578,"Horror,Fantasy,Paranormal,Fiction,Mystery,Fantasy,Thriller,Gothic,Adult,Horror"
1085,The Haunting of Gillespie House (Kindle Edition),Darcy Coates,2015,3.66,6304,"Horror,Fantasy,Fiction,Paranormal,Mystery,Fantasy,Gothic,Thriller,Fantasy,Horror"
1086,"The Hollow Boy (Lockwood & Co., #3)",Jonathan Stroud,2015,4.38,17027,"Fantasy,Young Adult,Horror,Mystery,Fantasy,Childrens,Paranormal,Fiction,Adventure,Fantasy"
1087,The Beast House (Paperback),Richard Laymon,1984,3.8,4467,"Horror,Fiction,Horror,Thriller,Mystery,Adult,Folklore,Suspense,Fantasy,Pulp"
1088,Red Moon (Hardcover),Benjamin Percy,2013,3.36,5808,"Horror,Fantasy,Fiction,Shapeshifters,Fantasy,Thriller,Fantasy,Science Fiction,Fantasy,Science Fiction Fantasy"
1089,Cows (Paperback),Matthew Stokoe,1998,3.1,4787,"Horror,Fiction,Horror,Horror,Dark,Thriller,Adult,Literature,Novels,European Literature"
1092,"Dead Man's Song (Pine Deep, #2)",Jonathan Maberry,2007,4.09,3691,"Horror,Paranormal,Fiction,Fantasy,Thriller,Shapeshifters,Fantasy,Fantasy,Audiobook,Horror"
1093,"Books of Blood, Volumes Four to Six (Books of Blood, #4-6)",Clive Barker,1985,4.29,4002,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Anthologies,Fantasy,Classics,Novels,Fantasy"
1094,"Deadspawn (Necroscope, #5)",Brian Lumley,1991,4.14,4565,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Science Fiction,Fantasy,Thriller,Fantasy,Science Fiction Fantasy"
1095,Verity (Paperback),Colleen Hoover,2018,4.4,1384591,"Thriller,Romance,Mystery,Fiction,Thriller,Contemporary,Suspense,Adult,Audiobook,Dark"
1096,Blue World (Mass Market Paperback),Robert McCammon,1989,3.96,5200,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Fantasy,Thriller,Suspense,Anthologies,Holiday"
1097,The Wine-Dark Sea (Paperback),Robert Aickman,1988,4.1,1705,"Horror,Short Stories,Fiction,Fantasy,Gothic,Fantasy,Classics,Horror,Speculative Fiction,Short Stories"
1098,Crota (Mass Market Paperback),Owl Goingback,1996,3.83,1036,"Horror,Fiction,Fantasy,Mystery,Thriller,Holiday,Fantasy,Fantasy,Folklore,Thriller"
1099,"Deathless Divide (Dread Nation, #2)",Justina Ireland,2020,4.16,9761,"Young Adult,Historical,Fantasy,Horror,Horror,Historical,Fiction,Audiobook,LGBT,Science Fiction"
1100,"Bad Moon Rising (Pine Deep, #3)",Jonathan Maberry,2008,4.17,4094,"Horror,Fiction,Paranormal,Shapeshifters,Fantasy,Thriller,Horror,Fantasy,Fantasy,Holiday"
1101,"Long Lankin (Long Lankin, #1)",Lindsey Barraclough,2011,3.73,3210,"Horror,Young Adult,Mystery,Fantasy,Historical,Fantasy,Gothic,Fiction,Paranormal,Fantasy"
1102,The Vision (Paperback),Dean Koontz,1977,3.84,15049,"Horror,Fiction,Thriller,Mystery,Suspense,Fantasy,Fantasy,Thriller,Fantasy,Mystery"
1103,Lost Souls (Dean Koontz's Frankenstein #4),Dean Koontz,2010,3.92,13190,"Horror,Fiction,Thriller,Fantasy,Science Fiction,Mystery,Suspense,Horror,Fantasy,Thriller"
1104,"The Road to Woodbury (The Walking Dead: Novels, #2)",Robert Kirkman,2012,3.7,10461,"Horror,Horror,Fiction,Apocalyptic,Fantasy,Science Fiction,Thriller,Science Fiction,Science Fiction,Audiobook"
1105,Violin (Paperback),Anne Rice,1997,3.32,18770,"Fiction,Horror,Fantasy,Fantasy,Paranormal,Fantasy,Historical,Gothic,Music,Paranormal"
1106,"Blackwater: The Complete Caskey Family Saga (Blackwater, #1-6)",Michael McDowell,1983,4.39,3440,"Horror,Fiction,Gothic,Historical,Gothic,Audiobook,Fantasy,Fantasy,Historical,Mystery"
1107,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,2016,3.82,95050,"Fantasy,Young Adult,Fiction,Mystery,LGBT,Audiobook,Novella,Fantasy,LGBT,Magical Realism"
1108,The House (Mass Market Paperback),Bentley Little,1997,3.69,3984,"Horror,Fiction,Fantasy,Fantasy,Thriller,Fantasy,Suspense,Audiobook,Paranormal,Mystery"
1109,Where They Wait (Hardcover),Scott  Carson,2021,3.61,2759,"Horror,Thriller,Fiction,Mystery,Adult,Audiobook,Suspense,Thriller,Fantasy,Fantasy"
1110,We Spread (Hardcover),Iain Reid,2022,3.88,3564,"Horror,Fiction,Thriller,Thriller,Mystery,Contemporary,Adult,Suspense,Audiobook,Literary Fiction"
1111,The Women in the Walls (Hardcover),Amy Lukavics,2016,3.23,2585,"Horror,Young Adult,Fantasy,Mystery,Fiction,Fantasy,Fantasy,Thriller,Gothic,Young Adult"
1112,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,2005,4.0,211763,"Fantasy,Paranormal,Fantasy,Fantasy,Fiction,Romance,Mystery,Romance,Fantasy,Adult"
1113,Extasia (Hardcover),Claire Legrand,2022,3.54,1579,"Horror,Fantasy,Young Adult,LGBT,LGBT,Fantasy,Paranormal,LGBT,Fiction,Thriller"
1114,To Be Devoured (Kindle Edition),Sara Tantlinger,2019,3.91,1579,"Horror,Novella,LGBT,Short Stories,LGBT,Fiction,Adult,Dark,Thriller,Contemporary"
1115,Intercepts (Kindle Edition),T.J. Payne,2019,4.11,5160,"Horror,Science Fiction,Thriller,Fiction,Mystery,Adult,Suspense,Novels,Fantasy,Audiobook"
1116,The Shadow Out of Time (Paperback),H.P. Lovecraft,1936,3.89,4290,"Horror,Science Fiction,Fiction,Horror,Short Stories,Classics,Fantasy,Fantasy,Science Fiction,Mystery"
1117,"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,2003,4.22,24830,"Fantasy,Young Adult,Horror,Paranormal,Fiction,Fantasy,Fantasy,Adventure,Fantasy,Childrens"
1118,Security (Hardcover),Gina Wohlsdorf,2016,3.28,3467,"Horror,Thriller,Fiction,Mystery,Thriller,Suspense,Adult,Mystery,Audiobook,Adult Fiction"
1119,The Lovely Bones (Mass Market Paperback),Alice Sebold,2002,3.84,2225771,"Fiction,Mystery,Young Adult,Contemporary,Fantasy,Mystery,Thriller,Adult,Adult Fiction,Drama"
1120,The Lurking Fear and Other Stories (Paperback),H.P. Lovecraft,1923,4.08,3098,"Horror,Fiction,Short Stories,Fantasy,Classics,Horror,Fantasy,Science Fiction,Lovecraftian,Anthologies"
1121,These Fleeting Shadows (Hardcover),Kate Alice Marshall,2022,3.7,1741,"Horror,Young Adult,Mystery,Fantasy,LGBT,Thriller,Fantasy,Gothic,Fiction,LGBT"
1122,"My Life as a White Trash Zombie (White Trash Zombie, #1)",Diana Rowland,2011,3.94,13041,"Horror,Fantasy,Fantasy,Horror,Fantasy,Fiction,Mystery,Romance,Audiobook,Adult"
1123,Don't Look Now and Other Stories (Kindle Edition),Daphne du Maurier,1971,3.83,7411,"Short Stories,Horror,Fiction,Classics,Gothic,Mystery,Suspense,Thriller,European Literature,Literature"
1124,The Stand: Captain Trips (Hardcover),Roberto Aguirre-Sacasa,2009,4.46,67304,"Horror,Sequential Art,Sequential Art,Fiction,Fantasy,Graphic Novels Comics,Science Fiction,Apocalyptic,Thriller,Science Fiction"
1125,Flight or Fright: 17 Turbulent Tales (Hardcover),Stephen King,2018,3.49,5626,"Horror,Short Stories,Fiction,Thriller,Anthologies,Audiobook,Science Fiction,Fantasy,Thriller,Adult"
1126,Confessions (Paperback),Kanae Minato,2008,4.06,25648,"Thriller,Mystery,Fiction,Thriller,Horror,Cultural,Asian Literature,Mystery,Adult,Suspense"
1127,Diary (Paperback),Chuck Palahniuk,2003,3.63,75590,"Fiction,Horror,Contemporary,Novels,Thriller,Mystery,Literature,Adult Fiction,Suspense,Literature"
1128,The Man in the Picture (Hardcover),Susan         Hill,2007,3.61,5093,"Horror,Fiction,Gothic,Mystery,Paranormal,Horror,Fantasy,Fantasy,Fantasy,Historical"
1129,"My Sister, the Serial Killer (Hardcover)",Oyinkan Braithwaite,2018,3.7,243619,"Fiction,Thriller,Mystery,Contemporary,Audiobook,Mystery,Thriller,Cultural,Adult,Western Africa"
1130,"The Nightmare Room (The Messy Man, #1)",Chris   Sorensen,2018,3.73,2204,"Horror,Fantasy,Fiction,Thriller,Adult,Audiobook,Fantasy,Fantasy,Paranormal,Holiday"
1131,Shadowfires (Paperback),Leigh Nichols,1987,3.79,13037,"Horror,Fiction,Thriller,Suspense,Mystery,Thriller,Science Fiction,Literature,Audiobook,Fantasy"
1132,"I Am Behind You (Platserna, #1)",John Ajvide Lindqvist,2014,3.35,3902,"Horror,Fiction,Fantasy,Thriller,European Literature,Cultural,Mystery,Audiobook,European Literature,Fantasy"
1133,My Work is Not Yet Done: Three Tales of Corporate Horror (Hardcover),Thomas Ligotti,2002,3.88,2625,"Horror,Fiction,Short Stories,Fantasy,Fantasy,Literature,Speculative Fiction,Anthologies,Anthologies,Novels"
1134,Follow You Home (Paperback),Mark  Edwards,2015,3.92,47897,"Thriller,Horror,Mystery,Fiction,Thriller,Suspense,Thriller,Mystery,Audiobook,Adult"
1135,Survive the Night (Hardcover),Danielle Vega,2015,3.22,5144,"Horror,Young Adult,Thriller,Mystery,Fiction,Fantasy,Adventure,Suspense,Contemporary,Young Adult"
1136,Neonomicon (Paperback),Alan Moore,2010,3.45,5954,"Sequential Art,Sequential Art,Horror,Fantasy,Fiction,Horror,Comics,Graphic Novels Comics,Lovecraftian,Science Fiction"
1137,Dead Inside (Paperback),Chandler Morrison,2015,3.32,4112,"Horror,Dark,Fiction,Novella,Horror,Thriller,Short Stories,Audiobook,Adult,Contemporary"
1138,No Longer Human (Hardcover),Junji Ito,2019,4.26,8159,"Sequential Art,Horror,Sequential Art,Sequential Art,Fiction,Asian Literature,Cultural,Comics Manga,Graphic Novels Manga,Classics"
1139,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",Steve Hockensmith,2007,3.49,22026,"Horror,Horror,Fiction,Humor,Fantasy,Historical,Fantasy,Romance,Historical,Classics"
1140,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,2006,4.01,198415,"Fantasy,Paranormal,Fantasy,Fantasy,Romance,Fiction,Mystery,Romance,Fantasy,Adult"
1143,In the Shadow of Spindrift House (Hardcover),Mira Grant,2019,3.68,1702,"Horror,Fantasy,Mystery,Novella,Fiction,Fantasy,Audiobook,Adult,LGBT,Fantasy"
1144,"The Fold (Threshold, #2)",Peter Clines,2015,3.87,28856,"Science Fiction,Fiction,Horror,Audiobook,Mystery,Thriller,Fantasy,Science Fiction Fantasy,Adult,Thriller"
1145,The Face of Fear (Hardcover),Brian Coffey,1977,3.86,17003,"Horror,Thriller,Fiction,Suspense,Mystery,Thriller,Mystery,Romance,Novels,Fantasy"
1146,The Husband (Hardcover),Dean Koontz,2006,3.81,46052,"Thriller,Fiction,Horror,Mystery,Suspense,Thriller,Mystery,Audiobook,Adult,Novels"
1147,Pan's Labyrinth: The Labyrinth of the Faun (Hardcover),Guillermo del Toro,2019,4.27,14742,"Fantasy,Horror,Young Adult,Fiction,Historical,Magical Realism,Audiobook,Fantasy,Historical,Fantasy"
1148,Nocturnal (Hardcover),Scott Sigler,2012,4.05,5650,"Horror,Thriller,Fiction,Fantasy,Science Fiction,Fantasy,Fantasy,Mystery,Mystery,Fantasy"
1149,The Chill (Hardcover),Scott  Carson,2020,3.61,4893,"Horror,Fiction,Thriller,Mystery,Fantasy,Fantasy,Suspense,Audiobook,Adult,Thriller"
1150,Origin (Konrath/Kilborn Collective #2),J.A. Konrath,2009,3.8,6086,"Horror,Thriller,Fiction,Science Fiction,Fantasy,Suspense,Fantasy,Mystery,Fantasy,Paranormal"
1151,Theme Music (Hardcover),T. Marie Vandelly,2019,3.75,3890,"Horror,Thriller,Mystery,Fiction,Thriller,Adult,Suspense,Fantasy,Mystery,Contemporary"
1152,Little Darlings (Hardcover),Melanie Golding,2019,3.64,11561,"Thriller,Horror,Mystery,Fiction,Thriller,Audiobook,Adult,Suspense,Fantasy,Contemporary"
1153,The Devourers (Hardcover),Indra Das,2016,3.77,3920,"Fantasy,Horror,Fiction,LGBT,LGBT,Cultural,Historical,Adult,Shapeshifters,Science Fiction Fantasy"
1154,Sphere (Paperback),Michael Crichton,1987,3.82,176818,"Science Fiction,Fiction,Thriller,Horror,Mystery,Suspense,Science Fiction Fantasy,Adventure,Fantasy,Novels"
1155,Lapvona (Kindle Edition),Ottessa Moshfegh,2022,3.6,19080,"Fiction,Historical,Horror,Fantasy,Literary Fiction,Magical Realism,Historical,Contemporary,Adult,Novels"
1156,Jackal (Hardcover),Erin E. Adams,2022,3.68,2514,"Horror,Mystery,Thriller,Fiction,Thriller,Adult,Suspense,Contemporary,Race,Fantasy"
1157,The Girls Are Never Gone (Hardcover),Sarah Glenn Marsh,2021,3.63,1669,"Horror,Young Adult,Fantasy,LGBT,LGBT,Fantasy,Mystery,Contemporary,Paranormal,LGBT"
1158,Boy Parts (ebook),Eliza  Clark,2020,3.91,20651,"Fiction,Contemporary,Horror,Literary Fiction,LGBT,LGBT,Adult,Thriller,Dark,Adult Fiction"
1159,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,2008,3.72,1558475,"Fantasy,Young Adult,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy"
1160,"In a Dark, Dark Wood (Paperback)",Ruth Ware,2015,3.72,298796,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Horror,Adult Fiction"
1161,"Damned (Damned, #1)",Chuck Palahniuk,2011,3.39,51563,"Fiction,Fantasy,Horror,Humor,Contemporary,Audiobook,Novels,Adult,Fantasy,Humor"
1162,"Piano Lessons Can Be Murder (Goosebumps, #13)",R.L. Stine,1993,3.57,8005,"Horror,Childrens,Fiction,Young Adult,Childrens,Fantasy,Mystery,Fantasy,Thriller,Novels"
1163,Gone Girl (Paperback),Gillian Flynn,2012,4.11,2772380,"Fiction,Mystery,Thriller,Thriller,Mystery,Suspense,Contemporary,Adult,Audiobook,Adult Fiction"
